harga,lokasi,luas_bangunan,luas_tanah,kamar,kamar_mandi,listrik,interior,parkir,sertifikat
Rp 760 jt,Sleman,80,87,3,2,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
3599999000.0,Sleman,115,140,3,3,2200,Tak Berperabot,2.0,SHM - Sertifikat Hak Milik
3599999000.0,Sleman,250,144,5,3,2200,Tak Berperabot,2.0,SHM - Sertifikat Hak Milik
3599999000.0,Sleman,250,202,5,6,2200,Tak Berperabot,4.0,SHM - Sertifikat Hak Milik
3599999000.0,Sleman,260,266,5,4,4400,Tak Berperabot,2.0,SHM - Sertifikat Hak Milik
9000000000.0,Yogyakarta,540,418,10,8,3500,Tak Berperabot,7.0,SHM - Sertifikat Hak Milik
300000000.0,Sleman,90,120,4,2,2200,Sebagian,2.0,SHM - Sertifikat Hak Milik
614000000.0,Sleman,140,167,4,2,2200,Sebagian,2.0,SHM - Sertifikat Hak Milik
2900000000.0,Yogyakarta,130,73,3,2,3500,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
1218000000.0,Kulon Progo,30,62,2,1,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
3599999000.0,Kulon Progo,30,61,2,1,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
715000000.0,Sleman,50,140,2,1,1300,Tak Berperabot,2.0,SHM - Sertifikat Hak Milik
750000000.0,Bantul,76,90,3,2,2200,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
490000000.0,Bantul,112,104,3,3,2200,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
3480000000.0,Yogyakarta,112,104,3,3,2200,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
2550000000.0,Sleman,36,75,2,1,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
675000000.0,Bantul,100,91,3,2,2200,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
16500000000.0,Bantul,45,81,2,1,900,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
1300000000.0,Bantul,70,120,3,2,1300,Tak Berperabot,2.0,SHM - Sertifikat Hak Milik
1600000000.0,Bantul,36,72,2,1,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
Rp 300 jt,Sleman,36,80,2,1,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
950000000.0,Yogyakarta,75,63,3,2,2200,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
Rp 715 jt,Yogyakarta,75,63,3,2,2200,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
2000000000.0,Yogyakarta,79,79,2,1,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
1295000000.0,Sleman,80,124,4,2,2200,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
3550000000.0,Sleman,72,90,2,1,2200,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
Rp 665 jt,Sleman,45,105,2,1,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
2600000000.0,Sleman,36,75,2,1,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
1450000000.0,Sleman,110,125,4,3,5500,Sebagian,2.0,SHM - Sertifikat Hak Milik
450000000.0,Sleman,95,105,3,2,2200,Sebagian,2.0,SHM - Sertifikat Hak Milik
2850000000.0,Sleman,40,80,2,1,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
1750000000.0,Yogyakarta,600,600,10,3,11000,Sebagian,8.0,SHGB - Hak Guna Bangunan
1450000000.0,Sleman,135,334,5,5,2200,Tak Berperabot,2.0,SHM - Sertifikat Hak Milik
Rp 440 jt,Bantul,45,95,2,1,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
415000000.0,Bantul,65,93,3,1,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
"Rp 391,5 jt",Sleman,36,103,2,1,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
400000000.0,Sleman,212,106,7,7,1300,Lengkap,2.0,SHM - Sertifikat Hak Milik
650000000.0,Sleman,160,202,5,2,2200,Tak Berperabot,2.0,SHM - Sertifikat Hak Milik
1950000000.0,Sleman,75,63,3,2,2200,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
Rp 715 jt,Sleman,75,63,3,2,2200,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
"Rp 8,5 M",Yogyakarta,500,751,3,2,2200,Tak Berperabot,3.0,SHM - Sertifikat Hak Milik
1450000000.0,Yogyakarta,88,126,3,2,3500,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
400000000.0,Yogyakarta,80,130,2,1,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
3775800000.0,Sleman,100,187,2,1,1300,Tak Berperabot,2.0,SHM - Sertifikat Hak Milik
Rp 600 jt,Sleman,85,100,2,1,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
"Rp 1,75 M",Sleman,220,163,5,2,2200,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
"Rp 1,5 M",Sleman,160,150,3,3,2200,Tak Berperabot,2.0,SHGB - Hak Guna Bangunan
5200000000.0,Sleman,100,180,3,2,2200,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
9000000000.0,Bantul,36,81,2,1,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
Rp 300 jt,Sleman,36,90,2,1,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
229000000.0,Sleman,45,105,2,1,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
Rp 890 jt,Bantul,50,85,4,2,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
17000000000.0,Sleman,60,84,2,1,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
1600000000.0,Yogyakarta,215,256,4,5,2200,Tak Berperabot,2.0,SHM - Sertifikat Hak Milik
759000010.0,Yogyakarta,215,256,4,5,2200,Tak Berperabot,2.0,SHM - Sertifikat Hak Milik
"Rp 3,599999 M",Yogyakarta,256,215,4,5,2200,Tak Berperabot,2.0,SHM - Sertifikat Hak Milik
1800000001.0,Sleman,36,60,2,1,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
"Rp 3,599999 M",Yogyakarta,256,215,4,5,2200,Tak Berperabot,2.0,SHM - Sertifikat Hak Milik
Rp 9 M,Sleman,750,2050,4,3,2200,Tak Berperabot,4.0,SHM - Sertifikat Hak Milik
Rp 300 jt,Sleman,36,80,2,1,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
Rp 614 jt,Bantul,75,72,3,2,2200,Tak Berperabot,2.0,SHM - Sertifikat Hak Milik
Rp 795 jt,Sleman,60,110,3,2,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
"Rp 2,9 M",Bantul,230,144,3,3,5500,Sebagian,2.0,SHM - Sertifikat Hak Milik
"Rp 1,218 M",Sleman,80,118,3,2,2200,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
2984780000.0,Yogyakarta,256,215,4,5,2200,Tak Berperabot,2.0,SHM - Sertifikat Hak Milik
206500000.0,Sleman,75,63,3,2,2200,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
193000000.0,Bantul,65,84,3,2,2200,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
Rp 490 jt,Sleman,45,97,2,1,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
"Rp 3,48 M",Sleman,270,130,10,10,2200,Sebagian,1.0,SHM - Sertifikat Hak Milik
1500000000.0,Sleman,200,123,8,8,2200,Sebagian,1.0,SHM - Sertifikat Hak Milik
Rp 675 jt,Sleman,79,58,4,4,1300,Sebagian,1.0,SHM - Sertifikat Hak Milik
"Rp 16,5 M",Sleman,1500,832,10,10,33000,Lengkap,4.0,SHM - Sertifikat Hak Milik
265000000.0,Sleman,150,200,3,2,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
899000000.0,Sleman,100,100,1,1,5500,Lengkap,1.0,SHM - Sertifikat Hak Milik
1250000000.0,Sleman,52,90,2,1,1300,Sebagian,1.0,SHM - Sertifikat Hak Milik
990000000.0,Sleman,70,119,3,2,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
1975000000.0,Sleman,50,82,3,1,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
3500000000.0,Sleman,114,137,3,3,2200,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
"Rp 1,295 M",Sleman,110,101,4,2,2200,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
389000000.0,Sleman,135,334,5,5,2200,Tak Berperabot,3.0,SHM - Sertifikat Hak Milik
8000000000.0,Sleman,78,100,3,2,3500,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
"Rp 2,6 M",Sleman,138,144,3,3,2200,Sebagian,1.0,SHM - Sertifikat Hak Milik
"Rp 1,45 M",Sleman,90,105,3,3,2200,Tak Berperabot,2.0,SHM - Sertifikat Hak Milik
875000000.0,Sleman,36,90,2,1,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
1700000000.0,Sleman,300,153,7,6,4400,Sebagian,1.0,SHM - Sertifikat Hak Milik
"Rp 1,75 M",Sleman,120,200,4,4,5500,Tak Berperabot,2.0,SHM - Sertifikat Hak Milik
"Rp 1,45 M",Yogyakarta,110,98,3,2,2200,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
3600000000.0,Bantul,45,106,2,1,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
Rp 415 jt,Bantul,45,80,2,1,1300,Tak Berperabot,2.0,SHM - Sertifikat Hak Milik
1970000000.0,Bantul,45,85,2,1,1300,Tak Berperabot,2.0,SHM - Sertifikat Hak Milik
Rp 550 jt,Sleman,36,128,3,1,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
1500000000.0,Yogyakarta,65,91,3,2,2200,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
Rp 400 jt,Yogyakarta,65,91,2,2,2200,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
Rp 400 jt,Sleman,65,91,3,2,2200,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
850000088.0,Sleman,70,98,3,2,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
"Rp 1,95 M",Sleman,130,148,3,2,2200,Sebagian,2.0,SHM - Sertifikat Hak Milik
4500000000.0,Bantul,36,72,2,1,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
2800000000.0,Bantul,45,83,2,1,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
"Rp 1,45 M",Sleman,90,105,3,3,2200,Sebagian,2.0,SHM - Sertifikat Hak Milik
725000000.0,Yogyakarta,60,80,2,1,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
610000000.0,Sleman,195,390,5,6,4400,Tak Berperabot,2.0,SHM - Sertifikat Hak Milik
1590000000.0,Sleman,65,91,3,1,2200,Tak Berperabot,2.0,SHM - Sertifikat Hak Milik
13500000000.0,Sleman,36,50,1,1,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
10000000000.0,Sleman,130,174,4,3,2200,Sebagian,1.0,SHM - Sertifikat Hak Milik
11000000000.0,Bantul,60,80,2,1,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
2200000000.0,Sleman,55,95,2,1,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
"Rp 5,2 M",Sleman,513,223,7,8,4400,Sebagian,4.0,SHM - Sertifikat Hak Milik
Rp 625 jt,Sleman,65,98,3,2,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
Rp 9 M,Sleman,1100,525,10,10,3500,Lengkap,4.0,SHM - Sertifikat Hak Milik
1970000000.0,Sleman,40,90,2,1,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
Rp 390 jt,Sleman,40,90,2,1,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
699000000.0,Sleman,110,229,4,3,3500,Tak Berperabot,2.0,SHM - Sertifikat Hak Milik
1400000000.0,Bantul,55,153,3,1,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
450000000.0,Yogyakarta,400,1050,8,4,6600,Tak Berperabot,10.0,SHM - Sertifikat Hak Milik
665000000.0,Yogyakarta,75,63,3,2,2200,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
"Rp 1,6 M",Yogyakarta,130,72,3,2,3500,Sebagian,2.0,SHGB - Hak Guna Bangunan
"Rp 212,5 jt",Sleman,27,65,2,1,900,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
750000000.0,Sleman,75,80,3,2,2200,Tak Berperabot,2.0,SHM - Sertifikat Hak Milik
2700000000.0,Sleman,40,143,2,1,3500,Tak Berperabot,2.0,SHM - Sertifikat Hak Milik
2600000000.0,Sleman,110,176,4,3,3500,Tak Berperabot,2.0,SHM - Sertifikat Hak Milik
1200000000.0,Sleman,36,62,2,1,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
1970000000.0,Sleman,75,80,3,2,2200,Tak Berperabot,2.0,SHM - Sertifikat Hak Milik
5850000000.0,Sleman,40,80,2,1,1300,Tak Berperabot,2.0,SHM - Sertifikat Hak Milik
2800000000.0,Sleman,36,60,2,1,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
11000000000.0,Sleman,75,73,3,2,2200,Sebagian,2.0,SHM - Sertifikat Hak Milik
1500000000.0,Sleman,78,80,3,2,2200,Tak Berperabot,2.0,SHM - Sertifikat Hak Milik
3500000000.0,Sleman,75,80,3,2,2200,Tak Berperabot,2.0,SHM - Sertifikat Hak Milik
1278000000.0,Sleman,75,79,3,2,2200,Tak Berperabot,2.0,SHM - Sertifikat Hak Milik
1600000000.0,Bantul,40,120,2,1,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
1950000000.0,Bantul,40,120,2,1,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
1700000000.0,Sleman,40,90,2,1,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
1800000000.0,Bantul,65,153,3,2,1300,Tak Berperabot,2.0,SHM - Sertifikat Hak Milik
2600000000.0,Sleman,184,212,10,10,6600,Tak Berperabot,6.0,SHM - Sertifikat Hak Milik
"Rp 206,5 jt",Sleman,27,61,2,1,900,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
Rp 193 jt,Sleman,21,79,1,1,900,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
"Rp 4,155 M",Sleman,140,188,4,3,2200,Tak Berperabot,2.0,SHGB - Hak Guna Bangunan
6800000000.0,Bantul,40,60,2,1,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
3500000000.0,Sleman,99,60,3,2,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
"Rp 1,5 M",Sleman,185,200,5,3,2200,Tak Berperabot,2.0,SHM - Sertifikat Hak Milik
1590000000.0,Sleman,36,66,2,1,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
4500000000.0,Sleman,45,79,2,1,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
Rp 265 jt,Sleman,30,60,2,1,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
Rp 899 jt,Sleman,120,91,3,2,2200,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
4000000000.0,Sleman,70,130,2,1,22000,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
Rp 990 jt,Sleman,100,142,3,2,2200,Tak Berperabot,2.0,SHM - Sertifikat Hak Milik
"Rp 1,975 M",Sleman,165,135,4,3,2200,Sebagian,3.0,SHM - Sertifikat Hak Milik
1200000000.0,Sleman,273,280,4,3,4400,Tak Berperabot,5.0,SHGB - Hak Guna Bangunan
1275000000.0,Sleman,36,75,2,1,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
1250000000.0,Sleman,95,101,3,2,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
"Rp 1,4 M",Sleman,86,111,2,2,2200,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
950000000.0,Sleman,36,75,2,1,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
4267500000.0,Sleman,750,463,5,3,3500,Lengkap,4.0,SHM - Sertifikat Hak Milik
1200000000.0,Sleman,36,77,2,6,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
2500000000.0,Sleman,36,76,2,1,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
Rp 875 jt,Sleman,75,128,3,2,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
1970000000.0,Sleman,55,110,3,3,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
4999000000.0,Sleman,65,91,3,2,1300,Tak Berperabot,2.0,SHM - Sertifikat Hak Milik
7000000000.0,Sleman,80,115,3,2,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
1200000000.0,Yogyakarta,330,400,6,5,4400,Lengkap,2.0,SHM - Sertifikat Hak Milik
3600000000.0,Yogyakarta,48,66,2,1,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
2500000000.0,Sleman,165,135,4,3,2200,Sebagian,3.0,SHM - Sertifikat Hak Milik
1250000000.0,Sleman,90,122,3,2,2200,Lengkap,1.0,SHM - Sertifikat Hak Milik
1800000000.0,Yogyakarta,74,65,2,2,2200,Lengkap,1.0,SHM - Sertifikat Hak Milik
2500000000.0,Sleman,60,115,3,2,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
1200000000.0,Sleman,65,105,3,2,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
"Rp 850,000088 jt",Sleman,60,114,3,2,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
11000000000.0,Sleman,60,101,3,1,1300,Tak Berperabot,2.0,SHM - Sertifikat Hak Milik
"Rp 4,5 M",Sleman,350,430,7,4,2200,Tak Berperabot,3.0,SHM - Sertifikat Hak Milik
885000000.0,Yogyakarta,93,548,3,2,2200,Tak Berperabot,2.0,SHM - Sertifikat Hak Milik
699000000.0,Sleman,100,130,3,4,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
Rp 725 jt,Sleman,70,120,3,2,1300,Tak Berperabot,2.0,SHM - Sertifikat Hak Milik
Rp 610 jt,Sleman,70,98,2,1,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
830000000.0,Sleman,112,93,4,3,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
965000000000.0,Yogyakarta,600,410,7,4,10000,Lengkap,3.0,SHM - Sertifikat Hak Milik
Rp 10 M,Sleman,550,2800,6,6,2200,Tak Berperabot,10.0,SHM - Sertifikat Hak Milik
375000000.0,Sleman,500,1670,7,5,3500,Sebagian,10.0,SHM - Sertifikat Hak Milik
6500000000.0,Sleman,285,543,4,3,1300,Tak Berperabot,2.0,SHM - Sertifikat Hak Milik
1300000000.0,Yogyakarta,85,125,3,2,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
4250000000.0,Sleman,36,115,2,1,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
1300000000.0,Sleman,70,109,3,2,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
1650000000.0,Sleman,165,135,4,3,2200,Sebagian,2.0,SHM - Sertifikat Hak Milik
1400000000.0,Sleman,36,90,2,1,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
1450000001.0,Sleman,45,100,2,2,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
345000000.0,Sleman,75,119,3,2,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
"Rp 1,4 M",Sleman,90,200,3,2,2200,Tak Berperabot,3.0,SHM - Sertifikat Hak Milik
Rp 450 jt,Bantul,62,128,3,2,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
375000000.0,Sleman,51,104,2,2,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
2200000000.0,Bantul,307,328,3,1,2200,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
2200000000.0,Sleman,46,95,2,1,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
Rp 750 jt,Sleman,80,105,3,2,2200,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
"Rp 2,7 M",Sleman,350,278,6,3,2200,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
"Rp 2,6 M",Yogyakarta,250,1112,4,4,2200,Sebagian,2.0,SHM - Sertifikat Hak Milik
"Rp 1,2 M",Yogyakarta,100,140,3,2,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
"Rp 1,97 M",Sleman,165,135,4,3,2200,Sebagian,3.0,SHM - Sertifikat Hak Milik
"Rp 5,85 M",Sleman,252,432,5,4,4400,Sebagian,4.0,SHM - Sertifikat Hak Milik
"Rp 2,8 M",Yogyakarta,175,270,5,3,1300,Tak Berperabot,2.0,SHM - Sertifikat Hak Milik
Rp 11 M,Sleman,500,1670,7,5,3500,Sebagian,10.0,SHM - Sertifikat Hak Milik
694009000.0,Sleman,115,105,3,2,2200,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
10000000000.0,Sleman,244,480,5,3,2200,Tak Berperabot,3.0,SHM - Sertifikat Hak Milik
2600000008.0,Bantul,100,91,3,2,2200,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
2222567200.0,Sleman,160,202,5,2,2200,Tak Berperabot,3.0,SHM - Sertifikat Hak Milik
1799000000.0,Sleman,90,154,3,2,2200,Tak Berperabot,2.0,SHM - Sertifikat Hak Milik
1550617001.0,Sleman,136,140,3,2,2200,Tak Berperabot,2.0,SHM - Sertifikat Hak Milik
535000000.0,Sleman,280,150,8,8,2200,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
242100000.0,Sleman,250,1112,4,4,2200,Tak Berperabot,2.0,SHM - Sertifikat Hak Milik
1200000090.0,Sleman,36,79,2,1,900,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
228000000.0,Bantul,270,401,6,2,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
12000000000.0,Bantul,140,85,4,2,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
5500000000.0,Sleman,150,1060,3,2,2200,Tak Berperabot,4.0,SHM - Sertifikat Hak Milik
5000000000.0,Sleman,150,767,3,1,1300,Tak Berperabot,4.0,SHM - Sertifikat Hak Milik
1900000000.0,Sleman,33,65,2,1,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
1950000000.0,Sleman,650,245,10,10,33000,Lengkap,5.0,SHM - Sertifikat Hak Milik
1550000000.0,Sleman,513,223,7,8,4400,Sebagian,4.0,SHM - Sertifikat Hak Milik
1700000000.0,Bantul,45,80,2,1,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
2000000000.0,Yogyakarta,235,235,5,5,4400,Tak Berperabot,3.0,SHM - Sertifikat Hak Milik
2150000000.0,Sleman,70,100,3,2,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
1650000000.0,Sleman,90,105,3,3,2200,Tak Berperabot,2.0,SHM - Sertifikat Hak Milik
5000000000.0,Sleman,113,93,3,2,2200,Tak Berperabot,2.0,SHM - Sertifikat Hak Milik
7000000000.0,Sleman,120,123,3,3,2200,Tak Berperabot,2.0,SHM - Sertifikat Hak Milik
2400000000.0,Sleman,234,200,5,4,3500,Tak Berperabot,3.0,SHM - Sertifikat Hak Milik
4750000000.0,Sleman,60,120,3,2,1300,Sebagian,2.0,SHM - Sertifikat Hak Milik
5500000000.0,Sleman,180,145,4,5,2200,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
5200000000.0,Bantul,70,83,2,1,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
10000000000.0,Sleman,400,220,5,5,2200,Lengkap,1.0,SHM - Sertifikat Hak Milik
15000000000.0,Sleman,400,272,10,10,4400,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
3500000000.0,Sleman,150,166,5,6,2200,Tak Berperabot,3.0,SHM - Sertifikat Hak Milik
1400000000.0,Sleman,70,125,3,2,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
1500000000.0,Sleman,100,127,3,2,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
1550000000.0,Sleman,40,80,2,1,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
2500000000.0,Bantul,120,111,4,3,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
21000000000.0,Sleman,160,105,3,3,2200,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
17000000000.0,Bantul,150,266,5,5,2200,Lengkap,1.0,SHM - Sertifikat Hak Milik
850000000.0,Sleman,155,200,4,3,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
1500000000.0,Bantul,60,89,3,1,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
6000000000.0,Sleman,54,100,2,1,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
375000000.0,Sleman,140,82,3,2,2200,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
5500000000.0,Sleman,170,121,10,10,2200,Lengkap,1.0,SHM - Sertifikat Hak Milik
1550000000.0,Yogyakarta,241,569,6,4,2200,Tak Berperabot,3.0,SHM - Sertifikat Hak Milik
1800000000.0,Sleman,200,150,6,3,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
1550000000.0,Sleman,150,137,4,3,2200,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
1700000000.0,Sleman,90,114,3,2,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
6500000000.0,Bantul,70,83,2,1,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
"Rp 1,97 M",Sleman,165,135,4,3,2200,Sebagian,3.0,SHM - Sertifikat Hak Milik
1200000090.0,Sleman,125,142,2,2,2200,Sebagian,1.0,SHM - Sertifikat Hak Milik
725000007.0,Bantul,150,200,3,2,2200,Sebagian,2.0,SHGB - Hak Guna Bangunan
181500000.0,Sleman,200,451,5,4,3500,Sebagian,2.0,SHM - Sertifikat Hak Milik
4300000000.0,Sleman,300,500,5,4,4400,Sebagian,6.0,SHM - Sertifikat Hak Milik
895000000.0,Sleman,200,234,7,3,1300,Tak Berperabot,2.0,SHM - Sertifikat Hak Milik
850000000.0,Sleman,239,398,7,3,3500,Tak Berperabot,2.0,SHM - Sertifikat Hak Milik
"Rp 2,8 M",Yogyakarta,94,548,3,2,2200,Tak Berperabot,2.0,SHM - Sertifikat Hak Milik
750000000.0,Yogyakarta,180,138,4,2,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
450000000.0,Sleman,100,132,3,2,2200,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
"Rp 1,8 M",Bantul,231,137,4,3,2200,Tak Berperabot,3.0,SHM - Sertifikat Hak Milik
"Rp 2,5 M",Sleman,160,150,4,3,2200,Tak Berperabot,1.0,SHGB - Hak Guna Bangunan
1300000000.0,Sleman,105,110,3,2,2200,Tak Berperabot,2.0,SHM - Sertifikat Hak Milik
2800000000.0,Sleman,50,105,2,1,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
Rp 11 M,Sleman,500,1670,7,5,3500,Sebagian,10.0,SHM - Sertifikat Hak Milik
1975000000.0,Sleman,70,120,3,2,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
785000000.0,Sleman,252,158,4,3,3500,Tak Berperabot,2.0,SHM - Sertifikat Hak Milik
Rp 885 jt,Sleman,70,100,3,2,1300,Tak Berperabot,1.0,SHM - Sertifikat Hak Milik
